[299.0, 299.0, 299.0, 160.0, 299.0]
[116.7, 116.7, 116.7, 75.28, 116.7]
[212.0, 212.0, 212.0, 212.0, 212.0]
[115.0, 115.0, 115.0, 75.28, 115.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[108.42, 108.42, 108.42, 75.28, 108.42]
[212.0, 212.0, 212.0, 212.0, 212.0]
[107.06, 107.06, 107.06, 75.28, 107.06]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[101.79, 101.79, 101.79, 75.28, 101.79]
[212.0, 212.0, 212.0, 212.0, 212.0]
[100.7, 100.7, 100.7, 75.28, 100.7]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[96.49, 96.49, 96.49, 75.28, 96.49]
[212.0, 212.0, 212.0, 212.0, 212.0]
[95.62, 95.62, 95.62, 75.28, 95.62]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[92.25, 92.25, 92.25, 75.28, 92.25]
[212.0, 212.0, 212.0, 212.0, 212.0]
[91.55, 91.55, 91.55, 75.28, 91.55]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[88.86, 88.86, 88.86, 75.28, 88.86]
[212.0, 212.0, 212.0, 212.0, 212.0]
[88.3, 88.3, 88.3, 75.28, 88.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[86.14, 86.14, 86.14, 75.28, 86.14]
[212.0, 212.0, 212.0, 212.0, 212.0]
[85.7, 85.7, 85.7, 75.28, 85.7]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[83.97, 83.97, 83.97, 75.28, 83.97]
[212.0, 212.0, 212.0, 212.0, 212.0]
[83.62, 83.62, 83.62, 75.28, 83.62]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[82.23, 82.23, 82.23, 75.28, 82.23]
[212.0, 212.0, 212.0, 212.0, 212.0]
[81.95, 81.95, 81.95, 75.28, 81.95]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[80.84, 80.84, 80.84, 75.28, 80.84]
[212.0, 212.0, 212.0, 212.0, 176.4]
[80.62, 80.62, 80.62, 75.28, 80.62]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[79.73, 79.73, 79.73, 75.28, 79.73]
[204.88, 204.88, 204.88, 204.88, 176.4]
[79.55, 79.55, 79.55, 75.28, 79.55]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[78.84, 78.84, 78.84, 75.28, 78.84]
[199.18, 199.18, 199.18, 199.18, 176.4]
[78.7, 78.7, 78.7, 75.28, 78.7]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[78.13, 78.13, 78.13, 75.28, 78.13]
[194.62, 194.62, 194.62, 194.62, 176.4]
[78.02, 78.02, 78.02, 75.28, 78.02]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.56, 95.54, 95.54]
[95.56, 95.54, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[77.56, 77.56, 77.56, 75.28, 77.56]
[190.98, 190.98, 190.98, 190.98, 176.4]
[77.47, 77.47, 77.47, 75.28, 77.47]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[77.1, 77.1, 77.1, 75.28, 77.1]
[188.06, 188.06, 188.06, 188.06, 176.4]
[77.03, 77.03, 77.03, 75.28, 77.03]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[76.74, 76.74, 76.74, 75.28, 76.74]
[185.73, 185.73, 185.73, 185.73, 176.4]
[76.68, 76.68, 76.68, 75.28, 76.68]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[76.45, 76.45, 76.45, 75.28, 76.45]
[183.86, 183.86, 183.86, 183.86, 176.4]
[76.4, 76.4, 76.4, 75.28, 76.4]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[76.22, 76.22, 76.22, 75.28, 76.22]
[182.37, 182.37, 182.37, 182.37, 176.4]
[76.18, 76.18, 76.18, 75.28, 76.18]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[76.03, 76.03, 76.03, 75.28, 76.03]
[181.18, 181.18, 181.18, 181.18, 176.4]
[76.0, 76.0, 76.0, 75.28, 76.0]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.88, 75.88, 75.88, 75.28, 75.88]
[180.22, 180.22, 180.22, 180.22, 176.4]
[75.86, 75.86, 75.86, 75.28, 75.86]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.76, 75.76, 75.76, 75.28, 75.76]
[179.46, 179.46, 179.46, 179.46, 176.4]
[75.74, 75.74, 75.74, 75.28, 75.74]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.66, 75.66, 75.66, 75.28, 75.66]
[178.85, 178.85, 178.85, 178.85, 176.4]
[75.65, 75.65, 75.65, 75.28, 75.65]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.58, 75.58, 75.58, 75.28, 75.58]
[178.36, 178.36, 178.36, 178.36, 176.4]
[75.58, 75.58, 75.58, 75.28, 75.58]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.52, 75.52, 75.52, 75.28, 75.52]
[177.97, 177.97, 177.97, 177.97, 176.4]
[75.52, 75.52, 75.52, 75.28, 75.52]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.47, 75.47, 75.47, 75.28, 75.47]
[177.66, 177.66, 177.66, 177.66, 176.4]
[75.47, 75.47, 75.47, 75.28, 75.47]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.43, 75.43, 75.43, 75.28, 75.43]
[177.41, 177.41, 177.41, 177.41, 176.4]
[75.43, 75.43, 75.43, 75.28, 75.43]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.4, 75.4, 75.4, 75.28, 75.4]
[177.21, 177.21, 177.21, 177.21, 176.4]
[75.4, 75.4, 75.4, 75.28, 75.4]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.38, 75.38, 75.38, 75.28, 75.38]
[177.05, 177.05, 177.05, 177.05, 176.4]
[75.38, 75.38, 75.38, 75.28, 75.38]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.36, 75.36, 75.36, 75.28, 75.36]
[176.92, 176.92, 176.92, 176.92, 176.4]
[75.36, 75.36, 75.36, 75.28, 75.36]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.34, 75.34, 75.34, 75.28, 75.34]
[176.82, 176.82, 176.82, 176.82, 176.4]
[75.34, 75.34, 75.34, 75.28, 75.34]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.33, 75.33, 75.33, 75.28, 75.33]
[176.74, 176.74, 176.74, 176.74, 176.4]
[75.33, 75.33, 75.33, 75.28, 75.33]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.32, 75.32, 75.32, 75.28, 75.32]
[176.67, 176.67, 176.67, 176.67, 176.4]
[75.32, 75.32, 75.32, 75.28, 75.32]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.31, 75.31, 75.31, 75.28, 75.31]
[176.62, 176.62, 176.62, 176.62, 176.4]
[75.31, 75.31, 75.31, 75.28, 75.31]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.58, 176.58, 176.58, 176.58, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.54, 176.54, 176.54, 176.54, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.51, 176.51, 176.51, 176.51, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.49, 176.49, 176.49, 176.49, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.47, 176.47, 176.47, 176.47, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.46, 176.46, 176.46, 176.46, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.45, 176.45, 176.45, 176.45, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.44, 176.44, 176.44, 176.44, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.43, 176.43, 176.43, 176.43, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.42, 176.42, 176.42, 176.42, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.42, 176.42, 176.42, 176.42, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.42, 176.42, 176.42, 176.42, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[176.42, 95.54, 176.42, 176.42, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[160.24, 95.54, 160.24, 160.24, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[150.53, 95.54, 150.53, 150.53, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[144.71, 95.54, 144.71, 144.71, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[141.21, 95.54, 141.21, 141.21, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[139.11, 95.54, 139.11, 139.11, 139.11]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[130.4, 95.54, 130.4, 130.4, 130.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[123.43, 95.54, 123.43, 123.43, 123.43]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[117.85, 95.54, 117.85, 117.85, 117.85]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[113.39, 95.54, 113.39, 113.39, 113.39]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[109.82, 95.54, 109.82, 109.82, 109.82]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[106.96, 95.54, 106.96, 106.96, 106.96]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[104.68, 95.54, 104.68, 104.68, 104.68]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[102.85, 95.54, 102.85, 102.85, 102.85]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[101.39, 95.54, 101.39, 101.39, 101.39]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[100.22, 95.54, 100.22, 100.22, 100.22]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[99.28, 95.54, 99.28, 99.28, 99.28]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[98.53, 95.54, 98.53, 98.53, 98.53]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[97.93, 95.54, 97.93, 97.93, 97.93]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[97.45, 95.54, 97.45, 97.45, 97.45]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[97.07, 95.54, 97.07, 97.07, 97.07]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
[96.76, 95.54, 96.76, 96.76, 96.76]
[75.3, 75.3, 75.3, 75.28, 75.3]
[267.0, 267.0, 267.0, 267.0, 267.0]
[95.54, 95.54, 95.54, 95.54, 95.54]
[95.56, 95.56, 95.56, 95.56, 95.56]
[75.28, 75.28, 75.28, 75.28, 75.28]
[176.4, 176.4, 176.4, 176.4, 176.4]
[75.3, 75.3, 75.3, 75.28, 75.3]
